Data,Temperatura,TempSuperficie,RadiacaoSolarLiquida,RadiacaoTermicaLiq,FluxoCalorSensivel,FluxoCalorLatente,TempOrvalho,VentoU_LesteOeste,VentoV_NorteSul,PressaoSuperficial,VelocVento,UmidadeRelativa,PrecipTotal
2009-12-28,27.40746653273796,27.698953882530546,241.7514661122542,-51.56635317123224,-18.543445065689458,-158.71967634575736,22.70385409618366,-0.03734744561293818,1.4527577674050514,999.5398731685708,9.313698630136987,77.09384255725338,22.34833901073813
2010-01-04,27.77324093994112,28.58188661033873,226.9403509140443,-45.946201640994346,-24.507434816336822,-150.0850335154964,23.774675816036698,-0.447411276292365,1.5740097363567827,998.6085746558863,9.356944444444444,79.93764480733789,19.893060476002713
2010-01-11,27.895695857243478,28.55033631604018,224.22915402249475,-45.476715884993276,-25.19169638957048,-152.2856527063518,23.55460453912496,0.05080087674431854,1.8105114111304919,1000.7914808474192,10.82876984126984,78.74644701265812,41.27699148389281
2010-01-18,27.9482846850133,28.65898285542832,232.0883519866266,-46.56851754836556,-23.711135366607344,-158.31527976063637,23.31698168311841,0.02904452412755855,1.4171745633700672,999.5838485642406,9.709523809523809,77.42610860483056,36.741901456473904
2010-01-25,27.331665742155533,28.080308796959354,229.88158916886604,-49.79632208106121,-22.16900949789082,-156.43745317314298,22.75021985849745,-0.5901146767581774,1.442472943148375,1000.177724483095,9.174454365079365,77.34347621130912,9.772822158123596
2010-02-01,29.01874035971697,29.90376602563899,277.7809472676826,-64.58704899265565,-26.58209176626531,-181.0030818808836,21.987707517446015,-0.9576171622197817,1.3841587692176704,1000.1674251643425,9.474603174603175,67.94740802420779,1.3284684034916157
2010-02-08,29.04045751924028,30.291196972587645,260.2065382242697,-66.19108574967078,-44.311370477591844,-147.31462035549325,21.673747750622137,-0.7959679423724272,1.685451174756465,999.4181979131456,10.964930555555556,66.85854481227167,1.2012067561176405
2010-02-15,27.991918501265253,29.12216949258434,208.90868152169728,-53.01636417966257,-34.659876343063225,-120.46378705255327,22.25303963633729,-0.4328847989918637,1.442248073440613,1001.4439084743581,9.291403838423747,73.57667980539614,19.030868747619493
2010-02-22,26.716445257432657,27.313646999400877,176.665777390645,-40.44381297355592,-22.087801122219865,-122.63495489248315,21.352424735729336,-0.350643450015628,1.8229802245392333,1000.3162649080012,9.275595238095239,74.42859638757908,60.75651900194745
2010-03-01,23.750179274206413,23.906541207825068,122.19092779608461,-25.903782456119234,-9.369835064835586,-91.72914245663702,20.999020981716058,-0.6818596003418199,1.7250924486265016,1000.717880200062,9.55109126984127,85.05541989159062,75.31031969020322
2010-03-08,28.01300687033816,28.646418569066153,234.10568827425905,-52.66074266895086,-24.203080303476224,-145.55419597207646,23.535093918262177,0.07159126285284084,1.7554361509816172,996.5184829952751,10.48343253968254,78.48020531496655,5.257379876500025
2010-03-15,25.47077274018092,25.863288915137325,158.2635811022959,-34.16340349814031,-15.1171970769998,-114.15132863297899,22.459837330759598,-0.27890331048160855,1.3769268456700678,1002.4178915910849,8.737599206349206,84.07285217167907,57.367352752392
2010-03-22,27.24577435471116,28.036400366465177,218.00782396223002,-52.47560878400087,-26.577420225907524,-134.47673587287582,23.282810207000697,-0.33392042077194567,1.5195594330526978,1000.312149062131,8.816369047619048,80.13861970618989,2.802442067276811
2010-03-29,25.736042115988937,26.31138480497546,160.19229121285875,-38.812670221523476,-19.733727484840415,-107.23517315369475,22.39236628539924,-0.1592258866075936,1.536393191654681,1000.9726142833208,9.14970238095238,82.70352530653403,37.30989637578018
2010-04-05,21.22843044651632,21.504886801171757,136.70860655924335,-32.9484825070048,-11.691186651256832,-109.71587981395886,18.615561392966473,2.338610935377393,0.7633009919313078,1003.3010542125297,12.248432157567915,85.39929672633389,123.94954920226924
2010-04-12,22.879097528091584,23.204797287519373,184.01332911940634,-57.35286845662931,-20.209987853767885,-103.54626259936829,19.571851402067026,-1.061599717658924,1.3138800632568137,1006.5941037417018,8.678224206349206,82.73433812409485,4.70128190065507
2010-04-19,25.351856607737133,25.34403644940896,178.0133884132095,-54.99109880177313,-12.939890398839067,-105.57369439876133,21.150063361851032,0.040125574222690114,1.0394096075201877,1001.7640001107408,7.471130952380952,79.36644977273454,1.3265196449877241
2010-04-26,22.886749338737772,22.82880195806947,124.595101615377,-40.08111831683122,-8.061251588314516,-88.12674035328679,19.40156805378206,-0.1524279978786976,1.4120404696824866,1004.1668785659451,8.42251984126984,81.78834289706396,45.32251070018702
2010-05-03,23.472938042807517,23.425444300576117,157.80113456868918,-55.59766311544703,-8.525422578552899,-95.0064953302984,19.68705311762064,0.05706653011616665,1.2976109984393887,1002.5366110943309,8.44032738095238,80.87659547492954,13.908533600988351
2010-05-10,20.63916229584742,20.479112318524116,135.21087838602784,-51.5453144367756,-13.50346973524551,-78.84264848400149,17.303032608676055,0.4510132637185267,0.928912020232631,1003.5003841063829,7.469146825396826,82.17881952617195,6.53524747702659
2010-05-17,21.013303275211133,20.879286706727065,113.85668644068689,-43.797768906823954,-10.023797506212144,-65.22434127660291,17.952059844024173,0.07009864158732634,1.1005157832434438,1002.8344317254305,7.648015873015873,83.56115096986453,5.981548200029254
2010-05-24,21.395775296117566,21.048377504278577,113.17031466264544,-41.757758239959905,-6.473294069772489,-67.49289063039218,18.538712563731366,0.22341699469448975,1.1699759087464525,1005.2011683186247,7.558382936507937,84.68784689772963,19.97893745002351
2010-05-31,19.0951319038547,18.701785381860336,84.16332548620285,-36.45009108058597,2.6587787273733055,-63.219600578976156,15.818781838516006,0.5665701780636326,1.0340042764896717,1008.1244305326368,10.812847222222222,81.79239318308943,22.761427682582667
2010-06-07,17.693370888567127,17.292516072537396,123.76685842192148,-54.80052437808524,-13.907028575863864,-63.50416591320301,14.033985351707823,0.3120709109741217,1.1872115298798551,1011.1310357713002,8.017410714285715,80.1926131095171,13.453065985389959
2010-06-14,20.013995319930572,18.531800125394465,152.19886386746643,-75.90588796181895,-7.863100736867139,-67.32147162065246,15.633331411895186,-0.9001425389519172,0.6891549999369069,1004.2978458225047,6.80421626984127,77.67147066748171,0.0158240177506138
2010-06-21,20.06347460056629,19.666875270350843,114.65622036775086,-51.19042621245464,-6.934486573607535,-58.169812381072404,17.04921612845663,-0.8893770191789605,1.1442123147157572,1007.9059892658024,7.506746031746032,83.76814076391035,8.294149646034581
2010-06-28,19.714569198780236,19.38965257811484,145.92445038978977,-68.2870688149708,-16.545085623179432,-62.3555432434952,16.531498191048204,-0.8145076456489849,1.339174452465801,1009.9220713143395,7.548214285714286,83.2576151240538,0.10721283905135036
2010-07-05,20.354590328019444,19.86915217003418,132.04477421167368,-63.184703798917674,-11.582393433080227,-59.00845314099646,16.50763296457539,-0.6568420581219628,1.0054507890174633,1007.0810095770861,7.088938492063492,80.30754824312966,9.821409862475056
2010-07-12,20.826498127254524,20.404868202351725,67.22807144636384,-22.966444209121576,5.273684068057081,-53.112237106084784,18.214079095484237,-0.7562302884762185,1.9144492280220562,1008.4138587155713,11.496130952380952,85.90663379294745,40.661204467797106
2010-07-19,20.826949776323065,20.73706778873889,152.52114527796596,-62.37220552379087,-9.989776455867618,-77.27249604025332,17.12586204934441,-0.8359969417868272,0.9991513949909308,1009.2482853563915,8.665376984126985,80.42060410318456,1.8671462106211147
2010-07-26,20.733123063734848,20.49577018838081,159.32390053232874,-67.35174196816617,-13.300842818765908,-78.4296484614759,16.566966087489025,-0.4740891434082352,1.169072462787482,1007.826399700218,8.49920634920635,79.02554081753681,2.2527490875599434
2010-08-02,19.635290739190133,19.972813725724684,126.79529208508868,-41.95168541859153,-18.063011858062378,-72.22945284744392,16.667867813857733,0.6131339705466597,1.5904155622308271,1008.6027390221402,10.172916666666667,83.64783490186231,15.885933371569765
2010-08-09,19.300013674191238,19.034910345652396,123.79319941389456,-47.57472056147417,-7.017516851867649,-77.58898849524456,14.39276733091905,0.47585459872661756,1.1411258649935212,1009.32970677968,11.229315476190477,74.36222638993142,9.4777361337993
2010-08-16,17.96165330317075,17.69882588601043,177.9519440551196,-71.76556039982687,-22.11911628345473,-83.47141144923657,12.880890825012624,-0.8392199215741986,1.1124321408496645,1011.1132196855056,9.200694444444444,74.13325294443064,4.855344664978321
2010-08-23,22.597368019243763,22.036729785752595,211.0014649552496,-84.98635356612003,-22.11130297428266,-93.57296557091266,15.904706644866955,-0.46530618733215645,1.4280185999722363,1003.79331238132,8.434920634920635,69.5395890621116,0.009611178699263442
2010-08-30,23.013849652224362,23.530077458127927,197.99288312774758,-73.2798855018225,-37.09906645096318,-84.46140689286548,16.676851308270212,-0.4306667035615857,1.6630276503562342,1005.9040813813928,10.11329365079365,70.49199605973837,1.1724886567727106
2010-09-06,19.889298025334018,20.30019079730226,149.59539396047518,-52.5065897575135,-22.761090362906,-80.2733539125504,15.400269354427083,-1.57115900424647,1.5604208955163332,1009.6742066016058,10.809623015873015,76.50642030739634,22.804782080254924
2010-09-13,21.776310260727037,22.172283374699568,159.8413084368731,-50.80790630601227,-23.547352022211406,-85.17009903566851,17.04005973243496,-0.19831923842338903,1.6493832704395,1005.1797923401132,10.510912698412698,76.53622781417664,14.415815287296661
2010-09-20,22.7632580435452,23.60002109509954,208.8593166665668,-61.429571256078816,-37.12270823502437,-100.26986976555088,17.47682384470999,-0.5424078038308139,1.7366839902841542,1003.1408985210801,10.764781746031746,74.17042531415923,7.841854791618869
2010-09-27,22.173035100819025,22.662158503807188,100.80953249459432,-22.72205998023373,-14.367414387484548,-65.86811748322663,19.93724041344331,-0.3516364007383233,1.7355295307939091,999.9646132617735,9.507986111111112,87.57081790391665,40.736408431541555
2010-10-04,21.543353925658266,21.961074457279548,163.08147431723134,-40.41049777489335,-25.77822306732164,-100.24982459867303,17.243535436483807,0.41012138620196725,1.7462418256714074,1003.6076900331217,12.361160714285715,77.3767049295131,13.435059114563026
2010-10-11,21.405600792921476,22.233581123755062,208.23302182384194,-51.63699556568093,-39.324253812896515,-109.07744299337023,16.260472193711433,0.2855957518607058,1.815080126856123,1004.7992053905114,11.27689620758483,73.85592387958464,4.5486338651538425
2010-10-18,21.702723909650054,22.557260771625337,208.5358744576278,-52.4421491018036,-42.26197808091246,-113.68710698197862,17.20360756962734,-0.010794103450999843,2.0877150212791142,1001.3627700130465,10.784970238095239,76.86093077894171,24.20489608607428
2010-10-25,22.567876866191547,23.38918162744843,181.7576123160316,-42.07548829668647,-26.88136516885745,-108.72246961224543,18.537314173875817,-0.4644006945718209,1.9102278410112288,998.5699913548984,10.752876984126985,79.20629089533548,32.986764833693776
